index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification,-65.68
15,2022-07-23-17:37:41,-60,-85,100,100,100,-83,100,100,100,100,100,100,-66,100,100,-80,100,100,100,100,100,100,100,-93,-75,46,
16,2022-07-23-17:37:46,-72,-94,100,100,-91,-85,100,100,100,100,100,-64,-78,100,100,-88,100,100,100,100,100,100,100,100,-92,46,
17,2022-07-23-17:37:51,-65,-81,100,100,-87,-78,100,100,100,100,100,-69,-70,100,100,-80,100,100,100,100,100,100,100,-93,-78,46,
18,2022-07-23-17:37:56,-72,-88,100,100,-89,-85,100,100,100,100,100,-58,-78,100,100,-88,100,100,100,100,100,100,100,-91,-93,46,
19,2022-07-23-17:38:01,-72,-89,100,100,100,-84,100,100,100,100,100,-58,-78,100,100,-89,100,100,100,100,100,100,100,100,-97,46,
20,2022-07-23-17:38:06,-65,-81,100,100,-89,-79,100,100,100,100,100,-66,-70,100,100,-81,100,100,100,100,100,100,100,-91,-78,46,
21,2022-07-23-17:38:11,-60,-84,100,100,-90,-83,100,100,100,100,100,-58,-66,100,100,-80,100,100,100,100,100,100,100,-93,-76,46,
22,2022-07-23-17:38:16,-65,-81,100,100,-86,-84,100,100,100,100,100,-68,-70,100,100,-82,100,100,100,100,100,100,100,-94,-78,46,
23,2022-07-23-17:38:21,100,-81,100,100,100,-79,100,100,100,100,100,-70,-70,100,100,-82,100,100,100,100,100,100,100,-90,-78,46,
24,2022-07-23-17:38:26,-60,-84,100,100,-86,-83,100,100,100,100,100,-64,-65,-97,100,-80,100,100,100,100,100,100,100,-93,-76,46,
25,2022-07-23-17:38:31,-72,-81,100,100,-86,-79,100,100,100,100,100,-58,-77,100,100,-82,100,100,100,100,100,100,100,-90,-78,46,
26,2022-07-23-17:38:36,-60,-84,100,100,-89,-83,100,100,100,100,100,-65,-77,100,100,-80,100,100,100,100,100,100,100,-92,-76,46,
27,2022-07-23-17:38:41,-60,-84,100,100,-86,-85,100,100,100,100,100,-64,-66,100,100,-80,100,100,100,100,100,100,100,-94,-76,46,
28,2022-07-23-17:38:46,-72,-88,100,100,-89,-85,100,100,100,100,100,-58,-77,100,100,-88,100,100,100,100,100,100,100,100,100,46,
29,2022-07-23-17:38:51,-60,-84,100,100,-87,-83,100,100,100,100,100,-68,-66,100,100,-80,100,100,100,100,100,100,100,100,-76,46,
30,2022-07-23-17:38:56,-72,-82,100,100,-89,-84,100,100,100,100,100,-66,-78,100,100,-82,100,100,100,100,100,100,100,-90,-78,46,
31,2022-07-23-17:39:01,-73,-89,100,100,-89,-85,100,100,100,100,100,-58,-77,100,100,-89,100,100,100,100,100,100,100,100,-93,46,
32,2022-07-23-17:39:06,-65,-82,100,100,100,-79,100,100,100,100,100,-65,-70,100,100,-82,100,100,100,100,100,100,100,-91,-78,46,
33,2022-07-23-17:39:11,-72,-88,100,100,-89,-85,100,100,100,100,100,-58,-78,100,100,-88,100,100,100,100,100,100,100,-91,-93,46,
34,2022-07-23-17:39:16,-61,-82,100,100,-86,-83,100,100,100,100,100,-64,-70,100,100,-82,100,100,100,100,100,100,100,-91,-76,46,
35,2022-07-23-17:39:21,-65,-81,100,100,100,-79,100,100,100,100,100,-66,-70,100,100,-82,100,100,100,100,100,100,100,-90,-78,46,
36,2022-07-23-17:39:26,-60,-84,100,100,100,-83,100,100,100,100,100,-65,-65,-99,100,-80,100,100,100,100,100,100,100,-93,-76,46,
37,2022-07-23-17:39:31,-65,-81,100,100,-86,-78,100,100,100,100,100,-68,-71,100,100,-82,100,100,100,100,100,100,100,-91,-78,46,
38,2022-07-23-17:39:36,-72,-89,100,100,-89,-85,100,100,100,100,100,-58,-77,100,100,-89,100,100,100,100,100,100,100,100,-93,46,
39,2022-07-23-17:39:41,-60,-84,100,100,100,-83,100,100,100,100,100,-64,-66,100,100,-80,100,100,100,100,100,100,100,-92,-76,46,
40,2022-07-23-17:39:46,-72,-89,100,100,-89,-85,100,100,100,100,100,-58,-77,100,100,-88,100,100,100,100,100,100,100,100,-93,46,
41,2022-07-23-17:39:51,-60,-85,100,100,-89,-83,100,100,100,100,100,-64,-65,100,100,-80,100,100,100,100,100,100,100,-83,-76,46,
42,2022-07-23-17:39:56,-65,-82,100,100,100,-83,100,100,100,100,100,-68,-70,-99,100,-82,100,100,100,100,100,100,100,-89,-83,46,
43,2022-07-23-17:40:01,-72,-89,100,100,-88,-84,100,100,100,100,100,-58,-77,100,100,-88,100,100,100,100,100,100,100,100,-95,46,
44,2022-07-23-17:40:06,-65,100,100,100,100,-79,100,100,100,100,100,-68,-70,100,100,-82,100,100,100,100,100,100,100,-91,-78,46,
45,2022-07-23-17:40:11,-72,-88,100,100,-89,-84,100,100,100,100,100,-58,-77,100,100,-88,100,100,100,100,100,100,100,-92,-93,46,
46,2022-07-23-17:40:16,-60,-84,100,100,-86,-83,100,100,100,100,100,-64,-66,100,100,-80,100,100,100,100,100,100,100,-94,-76,46,
47,2022-07-23-17:40:21,-65,-82,100,100,-86,-79,100,100,100,100,100,-68,-70,100,100,-82,100,100,100,100,100,100,100,-91,-79,46,
48,2022-07-23-17:40:26,-65,100,100,100,100,100,100,100,100,100,100,-64,100,-98,100,-80,100,100,100,100,100,100,100,100,-76,46,
49,2022-07-23-17:40:31,-65,-85,100,100,-87,-78,100,100,100,100,100,-68,-70,100,100,-82,100,100,100,100,100,100,100,-91,-78,46,
50,2022-07-23-17:40:36,-72,-88,100,100,-89,-84,100,100,100,100,100,-58,-78,100,100,-87,100,100,100,100,100,100,100,100,-93,46,
51,2022-07-23-17:40:41,-60,-84,100,100,-86,-84,100,100,100,100,100,-64,-65,-97,100,-80,100,100,100,100,100,100,100,100,-76,46,
52,2022-07-23-17:40:46,-60,100,100,100,-89,-83,100,100,100,100,100,100,-66,100,100,-80,100,100,100,100,100,100,100,100,100,46,
53,2022-07-23-17:40:51,-60,-84,100,100,-89,-83,100,100,100,100,100,-58,-66,100,100,-80,100,100,100,100,100,100,100,100,100,46,
54,2022-07-23-17:40:56,-65,-82,100,100,100,-79,100,100,100,100,100,-68,-70,100,100,-80,100,100,100,100,100,100,100,-90,-76,46,
55,2022-07-23-17:41:01,-72,-89,100,100,-89,-85,100,100,100,100,100,-58,-78,100,100,-88,100,100,100,100,100,100,100,-91,-94,46,
56,2022-07-23-17:41:06,-72,-89,100,100,-89,-85,100,100,100,100,100,-58,100,100,100,-87,100,100,100,100,100,100,100,100,-93,46,
57,2022-07-23-17:41:11,-72,-82,100,100,-88,-79,100,100,100,100,100,-58,-77,100,100,-81,100,100,100,100,100,100,100,-90,-79,46,
58,2022-07-23-17:41:16,-60,-88,100,100,-86,-84,100,100,100,100,100,-64,-66,100,100,-88,100,100,100,100,100,100,100,-94,-76,46,
59,2022-07-23-17:41:21,-64,-81,100,100,-87,-83,100,100,100,100,100,-68,-70,100,100,-82,100,100,100,100,100,100,100,-94,-79,46,
